0.25,-0.66,0.57,-149.24,-2.59,2.9,-5,999.77,83,0.56
0.25,-0.66,0.57,-149.24,-2.59,2.9,-5,999.77,83,0.56
0.25,-0.66,0.57,-149.24,-2.59,2.9,-5,999.77,83,0.56
0.3,-1.12,0.01,-160.03,2.65,-20.7,-5,999.77,83,0.56
0.3,-1.12,0.01,-160.03,2.65,-20.7,-5,999.77,83,0.56
0.3,-1.12,0.01,-160.03,2.65,-20.7,-5,999.77,83,0.56
0.3,-1.12,0.01,-160.03,2.65,-20.7,-5,999.77,83,0.56
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
0.87,-0.14,0.3,12.68,-21.4,-14.94,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.13,-0.09,0.3,-16.8,-1.83,7.68,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
1.04,-0.2,0.19,6.83,16.31,35.85,2,999.67,80,0.76
0.6,-0.86,-0.01,62.13,-16.52,-9.33,-2,999.72,83,1.08
0.49,-0.86,-0.1,37.53,-12.84,-3.63,-2,999.72,83,1.08
0.49,-0.86,-0.1,37.53,-12.84,-3.63,-2,999.72,83,1.08
0.49,-0.86,-0.1,37.53,-12.84,-3.63,-2,999.72,83,1.08
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.55,0.4,-3.63,0,998.66,74,0.76
0.39,-0.24,0.88,-0.18,0.09,-3.72,0,998.66,74,0.76
0.39,-0.24,0.88,-0.18,0.09,-3.72,0,998.66,74,0.76
0.39,-0.24,0.88,-0.18,0.09,-3.72,0,998.66,74,0.76
0.39,-0.24,0.88,-0.18,0.09,-3.72,0,998.66,74,0.76
0.39,-0.24,0.88,-0.18,0.09,-3.72,0,998.66,74,0.76
0.39,-0.24,0.88,-0.52,-0.09,-3.75,0,998.66,74,0.76
0.39,-0.24,0.88,-0.52,-0.09,-3.75,0,998.66,74,0.76
0.39,-0.24,0.88,-0.52,-0.09,-3.75,0,998.66,74,0.76
